path,label
train/anger/image0022787.jpg,6
train/anger/image0022799.jpg,5
train/anger/image0022800.jpg,6
train/anger/image0022810.jpg,6
train/anger/image0022815.jpg,6
train/anger/image0022828.jpg,5
train/anger/image0022836.jpg,6
train/anger/image0022839.jpg,6
train/anger/image0022840.jpg,5
train/anger/image0022841.jpg,4
train/anger/image0022847.jpg,6
train/anger/image0022862.jpg,6
train/anger/image0022876.jpg,7
train/anger/image0022877.jpg,6
train/anger/image0022884.jpg,6
train/anger/image0022886.jpg,6
train/anger/image0022897.jpg,6
train/anger/image0022901.jpg,5
train/anger/image0022911.jpg,6
train/anger/image0022918.jpg,6
train/anger/image0022924.jpg,5
train/anger/image0022942.jpg,6
train/anger/image0022944.jpg,5
train/anger/image0022955.jpg,6
train/anger/image0022966.jpg,6
train/anger/image0022969.jpg,3
train/anger/image0022973.jpg,6
train/anger/image0022975.jpg,6
train/anger/image0022976.jpg,4
train/anger/image0022988.jpg,6
train/anger/image0023000.jpg,0
train/anger/image0023005.jpg,6
train/anger/image0023006.jpg,6
train/anger/image0023007.jpg,6
train/anger/image0023010.jpg,6
train/anger/image0023013.jpg,6
train/anger/image0023014.jpg,6
train/anger/image0023016.jpg,2
train/anger/image0023018.jpg,2
train/anger/image0023021.jpg,6
train/anger/image0023028.jpg,6
train/anger/image0023061.jpg,5
train/anger/image0023066.jpg,6
train/anger/image0023068.jpg,6
train/anger/image0023077.jpg,6
train/anger/image0023083.jpg,2
train/anger/image0023084.jpg,6
train/anger/image0023085.jpg,6
train/anger/image0023101.jpg,6
train/anger/image0023109.jpg,6
train/anger/image0023111.jpg,6
train/anger/image0023113.jpg,6
train/anger/image0023120.jpg,6
train/anger/image0023127.jpg,0
train/anger/image0023132.jpg,6
train/anger/image0023134.jpg,6
train/anger/image0023141.jpg,6
train/anger/image0023160.jpg,2
train/anger/image0023161.jpg,6
train/anger/image0023167.jpg,5
train/anger/image0023174.jpg,5
train/anger/image0023187.jpg,6
train/anger/image0023191.jpg,6
train/anger/image0023193.jpg,6
train/anger/image0023196.jpg,6
train/anger/image0023197.jpg,6
train/anger/image0023201.jpg,6
train/anger/image0023212.jpg,6
train/anger/image0023221.jpg,6
train/anger/image0023228.jpg,6
train/anger/image0023247.jpg,6
train/anger/image0023259.jpg,6
train/anger/image0023264.jpg,6
train/anger/image0023272.jpg,6
train/anger/image0023275.jpg,5
train/anger/image0023289.jpg,6
train/anger/image0023308.jpg,6
train/anger/image0023326.jpg,4
train/anger/image0023347.jpg,6
train/anger/image0023350.jpg,6
train/anger/image0023362.jpg,5
train/anger/image0023366.jpg,5
train/anger/image0023378.jpg,5
train/anger/image0023379.jpg,6
train/anger/image0023391.jpg,6
train/anger/image0023393.jpg,6
train/anger/image0023396.jpg,6
train/anger/image0023397.jpg,5
train/anger/image0023403.jpg,6
train/anger/image0023421.jpg,6
train/anger/image0023427.jpg,5
train/anger/image0023428.jpg,2
train/anger/image0023438.jpg,6
train/anger/image0023447.jpg,6
train/anger/image0023470.jpg,6
train/anger/image0023471.jpg,6
train/anger/image0023479.jpg,6
train/anger/image0023484.jpg,6
train/anger/image0023489.jpg,0
train/anger/image0023515.jpg,6
train/anger/image0023527.jpg,6
train/anger/image0023528.jpg,6
train/anger/image0023531.jpg,2
train/anger/image0023561.jpg,6
train/anger/image0023563.jpg,6
train/anger/image0023566.jpg,2
train/anger/image0023581.jpg,6
train/anger/image0023601.jpg,0
train/anger/image0023605.jpg,5
train/anger/image0023616.jpg,6
train/anger/image0023617.jpg,6
train/anger/image0023618.jpg,6
train/anger/image0023624.jpg,6
train/anger/image0023634.jpg,4
train/anger/image0023639.jpg,6
train/anger/image0023644.jpg,6
train/anger/image0023665.jpg,6
train/anger/image0023666.jpg,6
train/anger/image0023690.jpg,6
train/anger/image0023691.jpg,6
train/anger/image0023698.jpg,6
train/anger/image0023702.jpg,7
train/anger/image0023705.jpg,2
train/anger/image0023709.jpg,6
train/anger/image0023717.jpg,6
train/anger/image0023731.jpg,6
train/anger/image0023733.jpg,6
train/anger/image0023753.jpg,6
train/anger/image0023755.jpg,6
train/anger/image0023756.jpg,5
train/anger/image0023759.jpg,6
train/anger/image0023764.jpg,2
train/anger/image0023765.jpg,6
train/anger/image0023780.jpg,6
train/anger/image0023782.jpg,6
train/anger/image0023792.jpg,4
train/anger/image0023797.jpg,5
train/anger/image0023806.jpg,6
train/anger/image0023823.jpg,6
train/anger/image0023827.jpg,6
train/anger/image0023829.jpg,6
train/anger/image0023832.jpg,6
train/anger/image0023852.jpg,7
train/anger/image0023870.jpg,6
train/anger/image0023875.jpg,7
train/anger/image0023878.jpg,7
train/anger/image0023899.jpg,6
train/anger/image0023942.jpg,7
train/anger/image0023944.jpg,0
train/anger/image0023960.jpg,3
train/anger/image0023965.jpg,6
train/anger/image0023981.jpg,5
train/anger/image0023987.jpg,5
train/anger/image0023992.jpg,6
train/anger/image0024003.jpg,6
train/anger/image0024011.jpg,6
train/anger/image0024023.jpg,6
train/anger/image0024026.jpg,6
train/anger/image0024027.jpg,6
train/anger/image0024038.jpg,0
train/anger/image0024040.jpg,6
train/anger/image0024047.jpg,6
train/anger/image0024055.jpg,6
train/anger/image0024058.jpg,6
train/anger/image0024072.jpg,6
train/anger/image0024073.jpg,5
train/anger/image0024085.jpg,3
train/anger/image0024092.jpg,6
train/anger/image0024110.jpg,6
train/anger/image0024113.jpg,6
train/anger/image0024128.jpg,6
train/anger/image0024133.jpg,5
train/anger/image0024149.jpg,6
train/anger/image0024153.jpg,4
train/anger/image0024155.jpg,6
train/anger/image0024157.jpg,6
train/anger/image0024160.jpg,6
train/anger/image0024161.jpg,6
train/anger/image0024175.jpg,5
train/anger/image0024179.jpg,6
train/anger/image0024190.jpg,0
train/anger/image0024193.jpg,6
train/anger/image0024198.jpg,5
train/anger/image0024202.jpg,6
train/anger/image0024203.jpg,2
train/anger/image0024213.jpg,6
train/anger/image0024223.jpg,6
train/anger/image0024240.jpg,6
train/anger/image0024244.jpg,6
train/anger/image0024258.jpg,6
train/anger/image0024260.jpg,6
train/anger/image0024261.jpg,6
train/anger/image0024269.jpg,6
train/anger/image0024272.jpg,6
train/anger/image0024273.jpg,3
train/anger/image0024275.jpg,6
train/anger/image0024278.jpg,6
train/anger/image0024280.jpg,4
train/anger/image0024303.jpg,6
train/anger/image0024305.jpg,6
train/anger/image0024308.jpg,6
train/anger/image0024325.jpg,6
train/anger/image0024327.jpg,6
train/anger/image0024329.jpg,6
train/anger/image0024343.jpg,6
train/anger/image0024350.jpg,2
train/anger/image0024353.jpg,2
train/anger/image0024370.jpg,6
train/anger/image0024376.jpg,6
train/anger/image0024378.jpg,6
train/anger/image0024385.jpg,0
train/anger/image0024396.jpg,6
train/anger/image0024402.jpg,3
train/anger/image0024410.jpg,6
train/anger/image0024417.jpg,3
train/anger/image0024425.jpg,5
train/anger/image0024444.jpg,6
train/anger/image0024446.jpg,3
train/anger/image0024450.jpg,4
train/anger/image0024469.jpg,6
train/anger/image0024478.jpg,6
train/anger/image0024496.jpg,6
train/anger/image0024514.jpg,6
train/anger/image0024516.jpg,6
train/anger/image0024521.jpg,6
train/anger/image0024537.jpg,5
train/anger/image0024543.jpg,6
train/anger/image0024547.jpg,6
train/anger/image0024551.jpg,6
train/anger/image0024560.jpg,6
train/anger/image0024567.jpg,6
train/anger/image0024578.jpg,5
train/anger/image0024579.jpg,6
train/anger/image0024583.jpg,6
train/anger/image0024586.jpg,0
train/anger/image0024592.jpg,2
train/anger/image0024603.jpg,0
train/anger/image0024610.jpg,6
train/anger/image0024612.jpg,6
train/anger/image0024632.jpg,6
train/anger/image0024634.jpg,6
train/anger/image0024636.jpg,6
train/anger/image0024643.jpg,5
train/anger/image0024646.jpg,6
train/anger/image0024649.jpg,6
train/anger/image0024658.jpg,5
train/anger/image0024660.jpg,4
train/anger/image0024661.jpg,6
train/anger/image0024674.jpg,6
train/anger/image0024677.jpg,6
train/anger/image0024685.jpg,2
train/anger/image0024704.jpg,7
train/anger/image0024711.jpg,6
train/anger/image0024713.jpg,7
train/anger/image0024728.jpg,2
train/anger/image0024732.jpg,6
train/anger/image0024750.jpg,6
train/anger/image0024753.jpg,6
train/anger/image0024756.jpg,6
train/anger/image0024769.jpg,0
train/anger/image0024773.jpg,3
train/anger/image0024784.jpg,6
train/anger/image0024810.jpg,6
train/anger/image0024816.jpg,0
train/anger/image0024820.jpg,3
train/anger/image0024830.jpg,6
train/anger/image0024836.jpg,0
train/anger/image0024840.jpg,6
train/anger/image0024857.jpg,6
train/anger/image0024862.jpg,5
train/anger/image0024865.jpg,6
train/anger/image0024878.jpg,3
train/anger/image0024886.jpg,6
train/anger/image0024920.jpg,0
train/anger/image0024936.jpg,6
train/anger/image0024939.jpg,6
train/anger/image0024941.jpg,5
train/anger/image0024943.jpg,6
train/anger/image0024975.jpg,5
train/anger/image0024979.jpg,6
train/anger/image0024990.jpg,6
train/anger/image0024998.jpg,6
train/anger/image0025009.jpg,7
train/anger/image0025019.jpg,6
train/anger/image0025021.jpg,5
train/anger/image0025045.jpg,6
train/anger/image0025048.jpg,6
train/anger/image0025056.jpg,6
train/anger/image0025062.jpg,6
train/anger/image0025072.jpg,6
train/anger/image0025079.jpg,6
train/anger/image0025081.jpg,6
train/anger/image0025093.jpg,6
train/anger/image0025097.jpg,5
train/anger/image0025099.jpg,6
train/anger/image0025117.jpg,2
train/anger/image0025126.jpg,6
train/anger/image0025142.jpg,6
train/anger/image0025144.jpg,6
train/anger/image0025155.jpg,6
train/anger/image0025156.jpg,6
train/anger/image0025168.jpg,6
train/anger/image0025170.jpg,6
train/anger/image0025183.jpg,0
train/anger/image0025184.jpg,3
train/anger/image0025186.jpg,6
train/anger/image0025188.jpg,7
train/anger/image0025211.jpg,6
train/anger/image0025216.jpg,6
train/anger/image0025236.jpg,6
train/anger/image0025241.jpg,3
train/anger/image0025254.jpg,5
train/anger/image0025255.jpg,6
train/anger/image0025258.jpg,5
train/anger/image0025262.jpg,2
train/anger/image0025266.jpg,6
train/anger/image0025276.jpg,6
train/anger/image0025281.jpg,6
train/anger/image0025288.jpg,6
train/anger/image0025298.jpg,5
train/anger/image0025307.jpg,6
train/anger/image0025315.jpg,6
train/anger/image0025326.jpg,6
train/anger/image0025347.jpg,2
train/anger/image0025350.jpg,5
train/anger/image0025355.jpg,3
train/anger/image0025374.jpg,6
train/anger/image0025386.jpg,2
train/anger/image0025390.jpg,6
train/anger/image0025393.jpg,6
train/anger/image0025403.jpg,6
train/anger/image0025410.jpg,5
train/anger/image0025420.jpg,6
train/anger/image0025421.jpg,3
train/anger/image0025427.jpg,6
train/anger/image0025428.jpg,6
train/anger/image0025440.jpg,6
train/anger/image0025459.jpg,6
train/anger/image0025468.jpg,4
train/anger/image0025474.jpg,6
train/anger/image0025485.jpg,6
train/anger/image0025487.jpg,2
train/anger/image0025491.jpg,6
train/anger/image0025498.jpg,6
train/anger/image0025499.jpg,6
train/anger/image0025506.jpg,6
train/anger/image0025528.jpg,2
train/anger/image0025541.jpg,5
train/anger/image0025547.jpg,7
train/anger/image0025554.jpg,5
train/anger/image0025559.jpg,6
train/anger/image0025562.jpg,5
train/anger/image0025576.jpg,4
train/anger/image0025577.jpg,6
train/anger/image0025578.jpg,6
train/anger/image0025579.jpg,6
train/anger/image0025581.jpg,2
train/anger/image0025582.jpg,6
train/anger/image0025587.jpg,6
train/anger/image0025593.jpg,6
train/anger/image0025619.jpg,6
train/anger/image0025624.jpg,6
train/anger/image0025626.jpg,6
train/anger/image0025630.jpg,2
train/anger/image0025635.jpg,6
train/anger/image0025639.jpg,5
train/anger/image0025642.jpg,6
train/anger/image0025650.jpg,6
train/anger/image0025651.jpg,6
train/anger/image0025655.jpg,5
train/anger/image0025657.jpg,6
train/anger/image0025661.jpg,6
train/anger/image0025674.jpg,7
train/anger/image0025685.jpg,0
train/anger/image0025695.jpg,6
train/anger/image0025699.jpg,6
train/anger/image0025700.jpg,6
train/anger/image0025722.jpg,6
train/anger/image0025723.jpg,6
train/anger/image0025734.jpg,6
train/anger/image0025741.jpg,4
train/anger/image0025743.jpg,0
train/anger/image0025749.jpg,5
train/anger/image0025751.jpg,6
train/anger/image0025754.jpg,5
train/anger/image0025755.jpg,6
train/anger/image0025770.jpg,7
train/anger/image0025782.jpg,6
train/anger/image0025798.jpg,5
train/anger/image0025799.jpg,6
train/anger/image0025804.jpg,6
train/anger/image0025817.jpg,6
train/anger/image0025819.jpg,0
train/anger/image0025829.jpg,6
train/anger/image0025840.jpg,6
train/anger/image0025852.jpg,5
train/anger/image0025853.jpg,6
train/anger/image0025856.jpg,0
train/anger/image0025860.jpg,6
train/anger/image0025863.jpg,0
train/anger/image0025868.jpg,6
train/anger/image0025869.jpg,6
train/anger/image0025879.jpg,6
train/anger/image0025884.jpg,6
train/anger/image0025887.jpg,6
train/anger/image0025901.jpg,6
train/anger/image0025904.jpg,6
train/anger/image0025922.jpg,6
train/anger/image0025923.jpg,6
train/anger/image0025924.jpg,6
train/anger/image0025929.jpg,6
train/anger/image0025948.jpg,3
train/anger/image0025968.jpg,6
train/anger/image0025990.jpg,6
train/anger/image0025996.jpg,5
train/anger/image0026001.jpg,6
train/anger/image0026008.jpg,6
train/anger/image0026012.jpg,6
train/anger/image0026016.jpg,6
train/anger/image0026017.jpg,6
train/anger/image0026022.jpg,6
train/anger/image0026025.jpg,6
train/anger/image0026028.jpg,6
train/anger/image0026036.jpg,6
train/anger/image0026075.jpg,6
train/anger/image0026076.jpg,6
train/anger/image0026081.jpg,5
train/anger/image0026083.jpg,6
train/anger/image0026091.jpg,6
train/anger/image0026102.jpg,6
train/anger/image0026112.jpg,6
train/anger/image0026118.jpg,5
train/anger/image0026121.jpg,6
train/anger/image0026124.jpg,0
train/anger/image0026127.jpg,3
train/anger/image0026143.jpg,4
train/anger/image0026154.jpg,2
train/anger/image0026163.jpg,2
train/anger/image0026173.jpg,6
train/anger/image0026181.jpg,6
train/anger/image0026186.jpg,6
train/anger/image0026190.jpg,6
train/anger/image0026192.jpg,6
train/anger/image0026194.jpg,6
train/anger/image0026213.jpg,6
train/anger/image0026221.jpg,7
train/anger/image0026227.jpg,3
train/anger/image0026250.jpg,3
train/anger/image0026253.jpg,4
train/anger/image0026261.jpg,6
train/anger/image0026269.jpg,6
train/anger/image0026273.jpg,5
train/anger/image0026280.jpg,5
train/anger/image0026281.jpg,3
train/anger/image0026285.jpg,6
train/anger/image0026288.jpg,4
train/anger/image0026293.jpg,6
train/anger/image0026299.jpg,6
train/anger/image0026304.jpg,6
train/anger/image0026309.jpg,6
train/anger/image0026324.jpg,5
train/anger/image0026334.jpg,6
train/anger/image0026338.jpg,3
train/anger/image0026344.jpg,6
train/anger/image0026348.jpg,6
train/anger/image0026349.jpg,6
train/anger/image0026372.jpg,6
train/anger/image0026381.jpg,3
train/anger/image0026389.jpg,5
train/anger/image0026394.jpg,0
train/anger/image0026397.jpg,3
train/anger/image0026404.jpg,5
train/anger/image0026409.jpg,0
train/anger/image0026410.jpg,6
train/anger/image0026425.jpg,4
train/anger/image0026428.jpg,6
train/anger/image0026441.jpg,6
train/anger/image0026453.jpg,6
train/anger/image0026461.jpg,6
train/anger/image0026465.jpg,6
train/anger/image0026470.jpg,6
train/anger/image0026473.jpg,6
train/anger/image0026481.jpg,5
train/anger/image0026483.jpg,6
train/anger/image0026485.jpg,6
train/anger/image0026493.jpg,6
train/anger/image0026505.jpg,6
train/anger/image0026509.jpg,6
train/anger/image0026516.jpg,6
train/anger/image0026536.jpg,5
train/anger/image0026543.jpg,6
train/anger/image0026549.jpg,0
train/anger/image0026557.jpg,6
train/anger/image0026558.jpg,6
train/anger/image0026560.jpg,6
train/anger/image0026573.jpg,6
train/anger/image0026574.jpg,6
train/anger/image0026575.jpg,6
train/anger/image0026586.jpg,6
train/anger/image0026587.jpg,5
train/anger/image0026591.jpg,6
train/anger/image0026596.jpg,6
train/anger/image0026600.jpg,6
train/anger/image0026607.jpg,6
train/anger/image0026609.jpg,6
train/anger/image0026613.jpg,6
train/anger/image0026618.jpg,6
train/anger/image0026625.jpg,6
train/anger/image0026635.jpg,6
train/anger/image0026643.jpg,6
train/anger/image0026650.jpg,6
train/anger/image0026663.jpg,5
train/anger/image0026667.jpg,2
train/anger/image0026674.jpg,6
train/anger/image0026677.jpg,6
train/anger/image0026680.jpg,6
train/anger/image0026681.jpg,5
train/anger/image0026689.jpg,6
train/anger/image0026690.jpg,6
train/anger/image0026692.jpg,6
train/anger/image0026703.jpg,6
train/anger/image0026705.jpg,2
train/anger/image0026707.jpg,5
train/anger/image0026710.jpg,6
train/anger/image0026716.jpg,6
train/anger/image0026717.jpg,6
train/anger/image0026718.jpg,6
train/anger/image0026728.jpg,6
train/anger/image0026733.jpg,5
train/anger/image0026741.jpg,6
train/anger/image0026745.jpg,6
train/anger/image0026747.jpg,6
train/anger/image0026748.jpg,2
train/anger/image0026764.jpg,6
train/anger/image0026769.jpg,6
train/anger/image0026773.jpg,6
train/anger/image0026774.jpg,6
train/anger/image0026778.jpg,5
train/anger/image0026786.jpg,5
train/anger/image0026797.jpg,6
train/anger/image0026798.jpg,4
train/anger/image0026804.jpg,6
train/anger/image0026806.jpg,6
train/anger/image0026807.jpg,5
train/anger/image0026810.jpg,5
train/anger/image0026815.jpg,5
train/anger/image0026816.jpg,6
train/anger/image0026817.jpg,6
train/anger/image0026818.jpg,6
train/anger/image0026819.jpg,6
train/anger/image0026820.jpg,6
train/anger/image0026821.jpg,6
train/anger/image0026823.jpg,0
train/anger/image0026827.jpg,1
train/anger/image0026830.jpg,0
train/anger/image0026831.jpg,5
train/anger/image0026832.jpg,6
train/anger/image0026835.jpg,6
train/anger/image0026836.jpg,3
train/anger/image0026844.jpg,6
train/anger/image0026847.jpg,4
train/anger/image0026851.jpg,6
train/anger/image0026853.jpg,6
train/anger/image0026855.jpg,6
train/anger/image0026859.jpg,6
train/anger/image0026860.jpg,7
train/anger/image0026862.jpg,4
train/anger/image0026872.jpg,6
train/anger/image0026875.jpg,6
train/anger/image0026881.jpg,3
train/anger/image0026883.jpg,6
train/anger/image0026887.jpg,0
train/anger/image0026902.jpg,7
train/anger/image0026911.jpg,6
train/anger/image0026913.jpg,6
train/anger/image0026914.jpg,7
train/anger/image0026926.jpg,6
train/anger/image0026927.jpg,6
train/anger/image0026941.jpg,6
train/anger/image0026944.jpg,6
train/anger/image0026949.jpg,6
train/anger/image0026954.jpg,5
train/anger/image0026956.jpg,3
train/anger/image0026965.jpg,6
train/anger/image0026966.jpg,5
train/anger/image0026970.jpg,6
train/anger/image0026971.jpg,6
train/anger/image0026975.jpg,6
train/anger/image0026981.jpg,0
train/anger/image0027000.jpg,5
train/anger/image0027007.jpg,6
train/anger/image0027011.jpg,6
train/anger/image0027013.jpg,6
train/anger/image0027018.jpg,3
train/anger/image0027024.jpg,0
train/anger/image0027031.jpg,6
train/anger/image0027032.jpg,6
train/anger/image0027033.jpg,6
train/anger/image0027035.jpg,6
train/anger/image0027038.jpg,6
train/anger/image0027041.jpg,6
train/anger/image0027042.jpg,6
train/anger/image0027062.jpg,6
train/anger/image0027063.jpg,5
train/anger/image0027070.jpg,6
train/anger/image0027072.jpg,6
train/anger/image0027074.jpg,0
train/anger/image0027082.jpg,6
train/anger/image0027095.jpg,6
train/anger/image0027097.jpg,6
train/anger/image0027104.jpg,2
train/anger/image0027107.jpg,6
train/anger/image0027121.jpg,6
train/anger/image0027122.jpg,6
train/anger/image0027125.jpg,0
train/anger/image0027139.jpg,6
train/anger/image0027142.jpg,5
train/anger/image0027145.jpg,6
train/anger/image0027152.jpg,5
train/anger/image0027154.jpg,6
train/anger/image0027173.jpg,7
train/anger/image0027175.jpg,6
train/anger/image0027190.jpg,6
train/anger/image0027202.jpg,6
train/anger/image0027209.jpg,6
train/anger/image0027210.jpg,0
train/anger/image0027218.jpg,6
train/anger/image0027224.jpg,6
train/anger/image0027225.jpg,5
train/anger/image0027232.jpg,6
train/anger/image0027245.jpg,6
train/anger/image0027247.jpg,6
train/anger/image0027253.jpg,0
train/anger/image0027254.jpg,3
train/anger/image0027265.jpg,6
train/anger/image0027266.jpg,2
train/anger/image0027267.jpg,4
train/anger/image0027268.jpg,6
train/anger/image0027269.jpg,6
train/anger/image0027278.jpg,5
train/anger/image0027283.jpg,3
train/anger/image0027294.jpg,6
train/anger/image0027295.jpg,6
train/anger/image0027299.jpg,6
train/anger/image0027300.jpg,6
train/anger/image0027303.jpg,6
train/anger/image0027307.jpg,6
train/anger/image0027311.jpg,3
train/anger/image0027314.jpg,6
train/anger/image0027316.jpg,3
train/anger/image0027317.jpg,6
train/anger/image0027335.jpg,3
train/anger/image0027338.jpg,6
train/anger/image0027343.jpg,6
train/anger/image0027344.jpg,5
train/anger/image0027348.jpg,6
train/anger/image0027349.jpg,5
train/anger/image0027364.jpg,3
train/anger/image0027375.jpg,6
train/anger/image0027379.jpg,0
train/anger/image0027383.jpg,6
train/anger/image0027397.jpg,6
train/anger/image0027399.jpg,2
train/anger/image0027402.jpg,7
train/anger/image0027419.jpg,6
train/anger/image0027427.jpg,6
train/anger/image0027433.jpg,0
train/anger/image0027435.jpg,6
train/anger/image0027438.jpg,6
train/anger/image0027439.jpg,6
train/anger/image0027444.jpg,6
train/anger/image0027446.jpg,6
train/anger/image0027448.jpg,6
train/anger/image0027450.jpg,6
train/anger/image0027453.jpg,0
train/anger/image0027454.jpg,6
train/anger/image0027457.jpg,6
train/anger/image0027459.jpg,6
train/anger/image0027464.jpg,6
train/anger/image0027468.jpg,6
train/anger/image0027472.jpg,6
train/anger/image0027475.jpg,6
train/anger/image0027476.jpg,6
train/anger/image0027477.jpg,6
train/anger/image0027483.jpg,6
train/anger/image0027484.jpg,6
train/anger/image0027485.jpg,5
train/anger/image0027496.jpg,6
train/anger/image0027501.jpg,2
train/anger/image0027502.jpg,6
train/anger/image0027504.jpg,6
train/anger/image0027508.jpg,6
train/anger/image0027509.jpg,2
train/anger/image0027515.jpg,5
train/anger/image0027517.jpg,2
train/anger/image0027537.jpg,5
train/anger/image0027545.jpg,4
train/anger/image0027550.jpg,6
train/anger/image0027554.jpg,6
train/anger/image0027564.jpg,6
train/anger/image0027568.jpg,6
train/anger/image0027580.jpg,6
train/anger/image0027583.jpg,6
train/anger/image0027589.jpg,6
train/anger/image0027593.jpg,6
train/anger/image0027605.jpg,7
train/anger/image0027610.jpg,6
train/anger/image0027616.jpg,1
train/anger/image0027625.jpg,7
train/anger/image0027628.jpg,6
train/anger/image0027634.jpg,6
train/anger/image0027637.jpg,0
train/anger/image0027648.jpg,5
train/anger/image0027656.jpg,6
train/anger/image0027658.jpg,5
train/anger/image0027660.jpg,6
train/anger/image0027662.jpg,6
train/anger/image0027665.jpg,6
train/anger/image0027670.jpg,6
train/anger/image0027679.jpg,6
train/anger/image0027687.jpg,6
train/anger/image0027692.jpg,6
train/anger/image0027698.jpg,6
train/anger/image0027699.jpg,3
train/anger/image0027700.jpg,7
train/anger/image0027703.jpg,6
train/anger/image0027716.jpg,6
train/anger/image0027717.jpg,4
train/anger/image0027721.jpg,6
train/anger/image0027723.jpg,6
train/anger/image0027734.jpg,6
train/anger/image0027743.jpg,6
train/anger/image0027746.jpg,6
train/anger/image0027752.jpg,6
train/anger/image0027763.jpg,6
train/anger/image0027765.jpg,6
train/anger/image0027783.jpg,6
train/anger/image0027790.jpg,6
train/anger/image0027797.jpg,6
train/anger/image0027803.jpg,5
